,organizationName,employees,headquarters,ceoName,industries,yearFounded,state,rank
2188,United States Postal Service (USPS),630000.0, District of Columbia,Louis DeJoy,Government Services,1775.0,Michigan,14
2189,United States Postal Service (USPS),630000.0, District of Columbia,Louis DeJoy,Government Services,1775.0,Mississippi,5
2190,United States Postal Service (USPS),630000.0, District of Columbia,Louis DeJoy,Government Services,1775.0,Missouri,59
2191,United States Postal Service (USPS),630000.0, District of Columbia,Louis DeJoy,Government Services,1775.0,Nebraska,23
2192,United States Postal Service (USPS),630000.0, District of Columbia,Louis DeJoy,Government Services,1775.0,New Hampshire,8
2193,United States Postal Service (USPS),630000.0, District of Columbia,Louis DeJoy,Government Services,1775.0,New Jersey,77
2194,United States Postal Service (USPS),630000.0, District of Columbia,Louis DeJoy,Government Services,1775.0,North Carolina,60
2195,United States Postal Service (USPS),630000.0, District of Columbia,Louis DeJoy,Government Services,1775.0,Ohio,62
2196,United States Postal Service (USPS),630000.0, District of Columbia,Louis DeJoy,Government Services,1775.0,Oklahoma,30
2197,United States Postal Service (USPS),630000.0, District of Columbia,Louis DeJoy,Government Services,1775.0,Oregon,27
2198,United States Postal Service (USPS),630000.0, District of Columbia,Louis DeJoy,Government Services,1775.0,Pennsylvania,71
2199,United States Postal Service (USPS),630000.0, District of Columbia,Louis DeJoy,Government Services,1775.0,Virginia,69
2200,United States Postal Service (USPS),630000.0, District of Columbia,Louis DeJoy,Government Services,1775.0,Washington,50
2201,United States Postal Service (USPS),630000.0, District of Columbia,Louis DeJoy,Government Services,1775.0,Wisconsin,70
2202,United States Postal Service (USPS),630000.0, District of Columbia,Louis DeJoy,Government Services,1775.0,Wyoming,2
2203,UnitedHealth Group,340000.0, Minnesota,Andrew Witty,Insurance,1977.0,Arizona,40
2204,UnitedHealth Group,340000.0, Minnesota,Andrew Witty,Insurance,1977.0,Colorado,52
2205,UnitedHealth Group,340000.0, Minnesota,Andrew Witty,Insurance,1977.0,Connecticut,26
2206,UnitedHealth Group,340000.0, Minnesota,Andrew Witty,Insurance,1977.0,Florida,32
2207,UnitedHealth Group,340000.0, Minnesota,Andrew Witty,Insurance,1977.0,Georgia,22
2208,UnitedHealth Group,340000.0, Minnesota,Andrew Witty,Insurance,1977.0,Illinois,23
2209,UnitedHealth Group,340000.0, Minnesota,Andrew Witty,Insurance,1977.0,Indiana,58
2210,UnitedHealth Group,340000.0, Minnesota,Andrew Witty,Insurance,1977.0,Iowa,12
2211,UnitedHealth Group,340000.0, Minnesota,Andrew Witty,Insurance,1977.0,Kansas,24
2212,UnitedHealth Group,340000.0, Minnesota,Andrew Witty,Insurance,1977.0,Kentucky,36
2213,UnitedHealth Group,340000.0, Minnesota,Andrew Witty,Insurance,1977.0,Maryland,16
2214,UnitedHealth Group,340000.0, Minnesota,Andrew Witty,Insurance,1977.0,Michigan,49
2215,UnitedHealth Group,340000.0, Minnesota,Andrew Witty,Insurance,1977.0,Minnesota,19
2216,UnitedHealth Group,340000.0, Minnesota,Andrew Witty,Insurance,1977.0,Nevada,25
2217,UnitedHealth Group,340000.0, Minnesota,Andrew Witty,Insurance,1977.0,New Hampshire,9
2218,UnitedHealth Group,340000.0, Minnesota,Andrew Witty,Insurance,1977.0,New York,80
2219,UnitedHealth Group,340000.0, Minnesota,Andrew Witty,Insurance,1977.0,North Carolina,56
2220,UnitedHealth Group,340000.0, Minnesota,Andrew Witty,Insurance,1977.0,Tennessee,28
2221,UnitedHealth Group,340000.0, Minnesota,Andrew Witty,Insurance,1977.0,Virginia,28
2222,UnitedHealth Group,340000.0, Minnesota,Andrew Witty,Insurance,1977.0,Wisconsin,14
2223,UnityPoint Health,32000.0, Iowa,Clay Holderman,Health Care,1993.0,Illinois,46
2224,UnityPoint Health,32000.0, Iowa,Clay Holderman,Health Care,1993.0,Iowa,21
2225,UnityPoint Health,32000.0, Iowa,Clay Holderman,Health Care,1993.0,Wisconsin,31
2226,Universal Health Services,89000.0, Pennsylvania,Marc D. Miller,Health Care,1979.0,Tennessee,72
2227,Universal Music Group,9505.0, California,Lucian C. Grainge,Media & Advertising,1995.0,California,35
2228,"SUNY, Buffalo (University at Buffalo)",5410.0, New York,Satish K. Tripathi,Education,1846.0,New York,17
2229,"University Health, Kansas City",12000.0, Missouri,Charlie Shields,Health Care,1962.0,Missouri,68
2230,University Hospital Newark,3000.0, New Jersey,Shereef M. Elnahal,Health Care,1882.0,New Jersey,23
2231,University Hospitals,28000.0, Ohio,Cliff A. Megerian,Health Care,1866.0,Ohio,8
2232,University of Alabama at Birmingham,26000.0, Alabama,Ray L. Watts,Education,1969.0,Alabama,10
2233,University of Arizona,15567.0, Arizona,Robert Robbins,Education,1885.0,Arizona,36
2234,University of Arkansas,4264.0, Arkansas,Joseph E. Steinmetz,Education,1871.0,Arkansas,22
2235,University of Arkansas for Medical Sciences,10000.0, Arkansas,Cam Patterson,Education,1879.0,Arkansas,2
2236,"University of California, Berkeley",8514.0, California,Mike Riley,Education,1868.0,California,72
2237,"University of California, Davis",25214.0, California,Gary S. May,Education,1908.0,California,18
2238,"University of California, San Diego",37064.0, California,Pradeep K. Khosla,Education,1960.0,California,41
2239,"University of California, San Francisco",26200.0, California,Sam Hawgood,Education,1864.0,California,67
2240,"University of California, Santa Barbara",8514.0, California,Henry T. Yang,Education,1891.0,California,65
2241,University of Central Arkansas,5200.0, Arkansas,Huston Davis,Education,1907.0,Arkansas,9
2242,University of Central Florida,12512.0, Florida,Alexander N. Cartwright,Education,1963.0,Florida,20
2243,University of Chicago,12388.0, Illinois,Paul Alivisatos,Education,1890.0,Illinois,18
2244,University of Chicago Medicine,9406.0, Illinois,Thomas Jackiewicz,Health Care,1927.0,Illinois,91
2245,University of Cincinnati-Main Campus,10512.0, Ohio,Neville Pinto,Education,1819.0,Ohio,54
2246,"University of Colorado, Boulder",5200.0, Colorado,Mark Kennedy,Education,1876.0,Colorado,29
2247,"University of Colorado, Denver",5200.0, Colorado,Michelle Marks,Education,1912.0,Colorado,26
2248,University of Connecticut,5100.0, Connecticut,Thomas C. Katsouleas,Education,1881.0,Connecticut,9
2249,University of Delaware,4759.0, Delaware,Dennis Assains,Education,1743.0,Delaware,1
2250,University of Denver,5200.0, Colorado,Jeremy Haefner,Education,1864.0,Colorado,10
2251,University of Florida,30682.0, Florida,W. Kent Fuchs,Education,1853.0,Florida,67
2252,University of Georgia,10856.0, Georgia,Jere W. Morehead,Education,1785.0,Georgia,34
2253,University of Hawai'i System,5200.0, Hawaii,David Lassner,Education,1907.0,Hawaii,9
2254,"University of Illinois, Chicago",17162.0, Illinois,Timothy L. Killeen,Education,1859.0,Illinois,79
2255,"University of Illinois, Urbana-Champaign",5200.0, Illinois,Robert Jones,Education,1867.0,Illinois,3
2256,University of Iowa Hospitals & Clinics,16500.0, Iowa,Suresh Gunasekaran,Health Care,1873.0,Iowa,6
2257,University of Kansas,13008.0, Kansas,Doug Girod,Education,1865.0,Kansas,14
2258,University of Kentucky,14000.0, Kentucky,Eli Capilouto,Education,1865.0,Kentucky,4
2259,"University of Louisiana, Lafayette",1900.0, Louisiana,Joseph Savoie,Education,1889.0,Louisiana,31
2260,University of Louisville,7016.0, Kentucky,Lori Gonzalez,Education,1798.0,Kentucky,12
2261,University of Maryland,14505.0, Maryland,Darryll J. Pines,Education,1858.0,Maryland,41
2262,"University of Maryland, Baltimore",7855.0, Maryland,Bruce E. Jarrell,Education,1807.0,Maryland,14
2263,University of Maryland Medical Center,10505.0, Maryland,Bert W. O'Malley,Health Care,2012.0,Maryland,36
2264,"University of Massachusetts, Amherst",1400.0, Massachusetts,Kumble R. Subbaswamy,Education,1863.0,Massachusetts,42
2265,UMass Chan Medical School,5200.0, Massachusetts,Michael F Collins,Education,1962.0,Massachusetts,43
2266,University of Memphis,2500.0, Tennessee,David Rudd,Education,1912.0,Tennessee,56
2267,University of Miami Health System,1800.0, Florida,Joseph J. Echevarria,Health Care,1925.0,Florida,69
2268,University of Michigan,29774.0, Michigan,Mary Sue Coleman,Education,1817.0,Michigan,1
2269,University of Michigan Health System,29771.0, Michigan,Marschall S. Runge,Health Care,1997.0,Michigan,15
2270,University of Minnesota,26331.0, Minnesota,Joan Gabel,Education,1851.0,Minnesota,1
2271,University of Mississippi Main Campus,10000.0, Mississippi,Glenn Boyce,Education,1844.0,Mississippi,13
2272,University of Mississippi Medical Center,10000.0, Mississippi,Glenn F. Boyce,Health Care,1955.0,Mississippi,3
2273,University of Missouri Health Care,6000.0, Missouri,Mun Y. Choi,Health Care,1839.0,Missouri,34
2274,University of Nebraska at Omaha,5200.0, Nebraska,Joanne Li,Education,1908.0,Nebraska,10
2275,"University of Nebraska, Lincoln",5896.0, Nebraska,Ronnie Green,Education,1869.0,Nebraska,6
2276,University of Nevada-Las Vegas (UNLV),3300.0, Nevada,Keith Whitfield,Education,1957.0,Nevada,16
2277,"University of Nevada, Reno",11005.0, Nevada,Brian Sandoval,Education,1874.0,Nevada,9
2278,University of New Mexico-Main Campus,15000.0, New Mexico,Garnett S. Stokes,Education,1889.0,New Mexico,6
2279,"University of North Carolina, Chapel Hill",8765.0, North Carolina,Kevin M. Guskiewicz,Education,1789.0,North Carolina,50
2280,"University of North Carolina, Charlotte",3000.0, North Carolina,Sharon L. Gaber,Education,1946.0,North Carolina,44
2281,"University of North Carolina, Greensboro",3597.0, North Carolina,"Franklin D Gilliam, Jr.",Education,1891.0,North Carolina,28
2282,University of North Dakota,2460.0, North Dakota,Andrew Armacost,Education,1883.0,North Dakota,4
2283,University of Notre Dame,5200.0, Indiana,John I. Jenkins,Education,1842.0,Indiana,24
2284,University of Oklahoma,11085.0, Oklahoma,"Joseph Harroz, Jr.",Education,1890.0,Oklahoma,6
2285,University of Oregon,5199.0, Oregon,Michael Schill,Education,1876.0,Oregon,34
2286,University of Pennsylvania,18000.0, Pennsylvania,Kevin Mahoney,Education,1740.0,Pennsylvania,12
2287,University of Pittsburgh,14600.0, Pennsylvania,Patrick Gallagher,Education,1787.0,Pennsylvania,23
2288,University of Rochester,31000.0, New York,Sarah C. Mangelsdorf,Education,1850.0,New York,60
2289,University of Rochester Medical Center,26000.0, New York,Steven I. Goldstein,Health Care,1921.0,New York,22
2290,University of South Carolina,15000.0, South Carolina,Michael Amiridis,Education,1801.0,South Carolina,13
2291,University of South Florida,15678.0, Florida,Rhea Law,Education,1956.0,Florida,21
2292,University of Southern California (USC),28119.0, California,Carol L. Folt,Education,1880.0,California,73
2293,University of Southern Indiana,2119.0, Indiana,Ronald Rochon,Education,1965.0,Indiana,62
2294,University of Southern Maine,5200.0, Maine,Jacqueline Dr. Edmondson,Education,1878.0,Maine,9
2295,"University of Tennessee, Knoxville",7913.0, Tennessee,Donde Plowman,Education,1794.0,Tennessee,8
2296,University of Tennessee at Chattanooga,5200.0, Tennessee,Steve Angle,Education,1886.0,Tennessee,67
2297,University of Tennessee Medical Center,12000.0, Tennessee,Joseph R. Landsman,Health Care,1956.0,Tennessee,64
2298,University of Texas at Dallas,5200.0, Texas,Richard C. Benson,Education,1961.0,Texas,16
2299,University of Texas Health Science Center at San Antonio,6030.0, Texas,William Henrich,Health Care,1959.0,Texas,12
2300,University of Texas Southwestern Medical Center,18800.0, Texas,Daniel K. Podolsky,Health Care,1943.0,Texas,7
2301,University of Toledo,5100.0, Ohio,Gregory Postel,Education,1872.0,Ohio,55
2302,University of Utah,30000.0, Utah,Taylor R. Randall,Education,1850.0,Utah,3
2303,University of Utah Health Care,20000.0, Utah,Dan Lundergan,Health Care,1965.0,Utah,1
2304,University of Vermont,4125.0, Vermont,Suresh Garimella,Education,1791.0,Vermont,5
2305,University of Virginia Health System,7000.0, Virginia,James E. Ryan,Health Care,1901.0,Virginia,11
2306,University of Virginia,16000.0, Virginia,James E. Ryan,Education,1819.0,Virginia,21
2307,University of Washington,34668.0, Washington,Ana Mari Cauce,Education,1861.0,Washington,9
2308,University of Wisconsin Hospitals and Clinics Authority,21000.0, Wisconsin,Alan Kaplan,Health Care,1924.0,Wisconsin,21
2309,"University of Wisconsin, Madison",24186.0, Wisconsin,Rebecca M. Blank,Education,1848.0,Wisconsin,5
2310,University of Wisconsin-Oshkosh,5200.0, Wisconsin,Andrew Leavitt,Education,1871.0,Wisconsin,9
2311,Upstate Medical University - State University of New York,9460.0, New York,Robert Corona,Education,1834.0,New York,39
2312,Urban Outfitters (URBN),23000.0, Pennsylvania,Dick Hayne,"Clothing, Shoes, Sports Equipment",1970.0,Pennsylvania,92
2313,U.S. Bank,68796.0, Minnesota,Andrew Cecere,Banking and Financial Services,1863.0,Kentucky,13
2314,U.S. Bank,68796.0, Minnesota,Andrew Cecere,Banking and Financial Services,1863.0,Missouri,43
2315,U.S. Bank,68796.0, Minnesota,Andrew Cecere,Banking and Financial Services,1863.0,Ohio,80
2316,U.S. Bank,68796.0, Minnesota,Andrew Cecere,Banking and Financial Services,1863.0,Oregon,24
2317,U.S. Department of Agriculture,100000.0, District of Columbia,Tohmas J. Vilsack,Government Services,1862.0,District of Columbia,11
2318,U.S. Department of Agriculture,100000.0, District of Columbia,Tohmas J. Vilsack,Government Services,1862.0,Florida,56
2319,U.S. Department of Agriculture,100000.0, District of Columbia,Tohmas J. Vilsack,Government Services,1862.0,Georgia,55
2320,U.S. Department of Agriculture,100000.0, District of Columbia,Tohmas J. Vilsack,Government Services,1862.0,Iowa,17
2321,U.S. Department of Agriculture,100000.0, District of Columbia,Tohmas J. Vilsack,Government Services,1862.0,Kansas,2
2322,U.S. Department of Agriculture,100000.0, District of Columbia,Tohmas J. Vilsack,Government Services,1862.0,Maryland,18
2323,U.S. Department of Agriculture,100000.0, District of Columbia,Tohmas J. Vilsack,Government Services,1862.0,Missouri,20
2324,U.S. Department of Agriculture,100000.0, District of Columbia,Tohmas J. Vilsack,Government Services,1862.0,Nebraska,11
2325,U.S. Department of Agriculture,100000.0, District of Columbia,Tohmas J. Vilsack,Government Services,1862.0,North Carolina,63
2326,U.S. Department of Commerce,47000.0, District of Columbia,Gina Raimondo,Government Services,1903.0,Illinois,36
2327,U.S. Department of Commerce,47000.0, District of Columbia,Gina Raimondo,Government Services,1903.0,Indiana,30
2328,U.S. Department of Commerce,47000.0, District of Columbia,Gina Raimondo,Government Services,1903.0,Maryland,19
2329,U.S. Department of Commerce,47000.0, District of Columbia,Gina Raimondo,Government Services,1903.0,New York,27
2330,U.S. Department of Commerce,47000.0, District of Columbia,Gina Raimondo,Government Services,1903.0,Virginia,15
2331,U.S. Department of Commerce,47000.0, District of Columbia,Gina Raimondo,Government Services,1903.0,Washington,4
2332,U.S. Department of Health and Human Services,67000.0, District of Columbia,Xavier Becerra,Government Services,1979.0,Maryland,17
2333,U.S. Department of Housing and Urban Development,9600.0, District of Columbia,Marcia L. Fudge,Government Services,1965.0,District of Columbia,13
2334,U.S. Department of State,24000.0, District of Columbia,Antony J. Blinken,Government Services,1789.0,District of Columbia,6
2335,U.S. Department of State,24000.0, District of Columbia,Antony J. Blinken,Government Services,1789.0,Virginia,12
2336,U.S. Department of the Interior,70000.0, District of Columbia,Deb Haaland,Government Services,1849.0,New Mexico,1
2337,U.S. Department of the Interior,70000.0, District of Columbia,Deb Haaland,Government Services,1849.0,Virginia,68
2338,U.S. Department of the Interior,70000.0, District of Columbia,Deb Haaland,Government Services,1849.0,Washington,5
2339,U.S. Department of the Treasury,100000.0, District of Columbia,Janet Yellen,Government Services,1789.0,Georgia,30
2340,U.S. Department of the Treasury,100000.0, District of Columbia,Janet Yellen,Government Services,1789.0,Kentucky,21
2341,U.S. Department of the Treasury,100000.0, District of Columbia,Janet Yellen,Government Services,1789.0,South Carolina,18
2342,U.S. Department of Transportation,53191.0, District of Columbia,Pete Buttigieg,Government Services,1967.0,California,43
2343,U.S. Department of Transportation,53191.0, District of Columbia,Pete Buttigieg,Government Services,1967.0,Georgia,60
2344,U.S. Department of Transportation,53191.0, District of Columbia,Pete Buttigieg,Government Services,1967.0,New York,54
2345,U.S. Department of Transportation,53191.0, District of Columbia,Pete Buttigieg,Government Services,1967.0,Ohio,63
2346,U.S. Department of Transportation,53191.0, District of Columbia,Pete Buttigieg,Government Services,1967.0,Oklahoma,23
2347,U.S. Department of Transportation,53191.0, District of Columbia,Pete Buttigieg,Government Services,1967.0,Virginia,72
2348,U.S. Department of Transportation,53191.0, District of Columbia,Pete Buttigieg,Government Services,1967.0,Washington,24
2349,U.S. Department of Veterans Affairs,424353.0, District of Columbia,Denis J. McDonough,Government Services,1930.0,Alabama,5
2350,U.S. Department of Veterans Affairs,424353.0, District of Columbia,Denis J. McDonough,Government Services,1930.0,Arizona,46
2351,U.S. Department of Veterans Affairs,424353.0, District of Columbia,Denis J. McDonough,Government Services,1930.0,Colorado,36
2352,U.S. Department of Veterans Affairs,424353.0, District of Columbia,Denis J. McDonough,Government Services,1930.0,Georgia,35
2353,U.S. Department of Veterans Affairs,424353.0, District of Columbia,Denis J. McDonough,Government Services,1930.0,Indiana,8
2354,U.S. Department of Veterans Affairs,424353.0, District of Columbia,Denis J. McDonough,Government Services,1930.0,Iowa,13
